"","Kecemasan","GM","EmoWLE","AmanWLE","PV1MATH","PV2MATH","PV3MATH","PV4MATH","PV5MATH","PV6MATH","PV7MATH","PV8MATH","PV9MATH","PV10MATH","MATHMEAN"
"7094",1,1,-2.8404,-0.756,440.238,419.508,434.515,419.611,447.605,462.945,447.445,449.884,431.922,424.853,437.8526
"7095",1,1,-0.1281,0.2852,429.148,449.125,441.34,427.281,433.718,446.36,407.134,454.118,447.297,426.88,436.2401
"7096",2,3,-0.5187,-0.756,325.94,325.448,341.688,331.344,330.485,385.843,362.634,336.124,381.821,365.613,348.694
"7097",2,3,-0.1898,-1.306,327.672,371.487,346.807,344.47,342.492,346.952,375.413,352,382.005,369.179,355.8477
"7100",2,3,0.8439,-0.756,325.149,354.607,360.735,374.641,309.464,378.001,361.752,370.561,356.872,334.428,352.621
"7101",2,3,0.1574,-0.756,458.645,463.91,465.21,444.898,433.415,451.986,411.191,450.105,466.651,437.565,448.3576
"7103",2,3,-0.6009,-0.756,379.285,364.857,369.869,355.621,334.591,352.094,396.062,382.325,368.718,399.685,370.3107
"7104",3,2,-0.6653,-0.756,351.307,340.025,343.392,341.013,361.037,357.278,346.445,354.497,358.957,342.105,349.6056
"7105",2,2,-0.0738,-0.756,453.395,466.56,446.103,494.924,447.502,468.073,409.149,425.481,440.424,402.812,445.4423
"7106",4,2,-0.3188,0.4836,320.149,325.498,325.257,318.327,308.569,299.281,325.372,354.484,276.086,312.1,316.5123
"7108",3,2,0.1364,-0.756,512.661,461.213,512.437,486.882,500.024,503.451,472.913,487.954,503.558,474.798,491.5891
"7109",2,3,0.2725,-0.756,330.04,369.75,354.503,360.165,322.485,311.461,353.381,309.661,354.798,307.051,337.3295
"7110",4,1,-1.9859,1.1246,300.375,307.289,312.691,317.456,314.869,291.501,286.098,307.728,303.332,292.966,303.4305
"7111",2,3,-0.9744,-1.2684,381.186,407.876,382.327,385.299,383.65,384.645,414.942,362.208,359.487,360.963,382.2583
"7113",2,3,-0.5055,-0.1683,337.779,390.383,337.39,302.155,355.641,310.919,353.345,294.407,329.619,336.725,334.8363
"7116",2,3,-0.0028,1.1246,297.338,258.681,316.745,298.214,270.188,301.789,295.142,267.685,267.482,231.692,280.4956
"7117",1,1,0.7227,-0.756,298.996,330.249,309.261,277.337,338.253,313.602,346.079,315.542,308.563,348.447,318.6329
"7119",3,3,0.0605,-1.3934,357.141,365.591,362.653,296.198,351.073,345.727,344.856,352.573,351.807,344.846,347.2465
"7120",2,3,0.3977,-0.756,298.535,298.275,326.056,339.492,317.222,342.807,286.826,320.202,337.264,316.054,318.2733
"7121",2,2,0.1487,-1.15,378.464,351.266,375.882,367.756,402.612,334.024,400.259,384.891,376.78,361.896,373.383
"7122",2,3,-0.5241,-0.039,423.097,428.417,450.235,447.942,436.743,389.538,420.665,450.209,430.025,430.713,430.7584
"7125",1,2,-0.2353,-1.5326,311.656,349.767,393.376,354.324,358.328,353.347,358.561,326.535,299.333,345.078,345.0305
"7126",2,2,-0.0833,-0.756,416.717,408.113,371.544,407.948,394.759,411.068,402.682,398.924,434.791,419.752,406.6298
"7127",1,4,0.5896,-0.756,321.866,317.261,288.437,304.258,300.663,275.924,290.854,267.945,292.055,315.18,297.4443
"7129",2,2,0.8476,-0.756,352.051,349.041,331.184,354.758,413.664,396.968,383.5,377.68,348.092,378.443,368.5381
"7130",2,3,-0.8562,-0.756,502.825,483.196,489.559,461.913,496.192,449.986,469.325,483.967,442.931,478.411,475.8305
"7131",2,2,0.0262,0.4938,396.865,371.383,342.299,384.897,351.705,416.55,351.171,394.872,392.023,370.462,377.2227
"7132",2,3,-0.1128,0.0877,448.102,441.546,460.951,429.182,473.648,478.467,503.357,459.7,444.313,439.512,457.8778
"7133",2,2,0.3229,-1.1042,369.004,376.291,369.21,337.854,396.763,351.364,338.152,348.106,357.743,349.838,359.4325
"7134",2,3,0.4316,-0.756,299.963,288.071,275.796,318.424,284.688,292.458,307.301,272.73,265.169,245.384,284.9984
"7136",2,3,0.0185,0.4417,350.978,361.328,359.789,375.218,339.153,324.487,331.226,337.45,326.533,343.612,344.9774
"7138",2,2,0.7373,-0.756,373.524,383.843,374.516,405.096,354.505,364.479,374.033,401.892,411.885,357.576,380.1349
"7139",2,2,0.1012,-1.15,354.43,387.157,311.908,312.351,326.634,372.523,357.048,377.666,326.508,354.628,348.0853
"7140",3,3,-0.5751,1.1246,379.396,315.09,303.078,340.941,369.287,352.788,385.526,333.38,372.521,350.37,350.2377
"7141",2,4,-2.9711,-1.5326,448.527,395.206,423.631,398.31,462.306,407.921,441.958,432.29,407.939,439.432,425.752
"7142",2,3,0.0518,-1.1042,410.867,396.811,398.621,367.542,384.105,364.851,385.285,406.868,380.263,402.464,389.7677
"7144",2,2,-0.1556,-0.756,503.285,512.535,498.352,477.871,501.183,501.15,464.456,519.85,481.965,481.354,494.2001
"7145",2,3,-0.7909,-1.15,497.463,492.804,493.781,468.692,481.275,473.504,446.636,491.664,463.984,481.089,479.0892
"7148",2,3,-0.6912,-0.756,375.434,408.587,408.204,389.833,396.311,431.722,364.963,374.358,374.379,418.802,394.2593
"7149",1,3,-1.3917,0.6942,433.589,477.06,438.383,421.789,439.768,428.85,487.044,476.771,450.359,473.922,452.7535
"7150",2,2,-0.2031,1.1246,342.895,374.355,367.937,351.546,329.972,318.621,358.871,325.931,347.749,331.389,344.9266
"7151",2,3,-0.0134,-0.756,439.084,444.271,435.263,436.893,436.494,475.33,421.502,476.689,456.951,449.751,447.2228
"7152",2,2,-1.2834,-1.1042,454.912,441.967,460.643,449.323,420.552,457.984,432.673,447.862,434.474,440.638,444.1028
"7153",1,3,0.5324,-0.756,280.769,256.869,292.898,271.953,232.643,224.245,177.438,218.296,243.488,279.543,247.8142
"7154",3,3,0.7994,-0.756,346.982,377.166,360.328,347.852,390.251,383.037,368.804,357.355,385.175,362.998,367.9948
"7155",2,2,-1.5297,1.1246,522.329,540.795,497.854,517.771,515.084,495.594,556.278,455.634,526.878,498.991,512.7208
"7156",2,2,-0.3851,-1.1042,395.553,426.696,402.826,436.234,402.659,468.021,395.286,400.604,427.815,386.812,414.2506
"7157",2,2,-0.5335,-0.0918,393.754,386.442,400.443,387.592,390.11,391.265,395.336,362.535,414.49,386.226,390.8193
"7160",2,3,-1.254,-0.039,403.786,350.237,404.269,336.922,373.852,385.307,345.894,369.97,375.855,358.893,370.4985
"7161",1,3,-0.719,0.6942,392.45,429.693,440.49,370.277,423.742,385.975,430.253,385.9,396.263,397.394,405.2437
"7162",2,4,0.373,-0.756,405.231,351.65,365.094,388.721,391.635,356.345,374.772,360.988,366.762,341.374,370.2572
"7163",3,3,-0.1046,1.1246,319.215,236.136,279.368,294.837,342.289,317.72,285.851,224.955,259.865,368.217,292.8453
"7164",3,3,-0.2872,0.6942,310.475,357.233,357.748,374.358,313.077,358.761,342.22,362.655,314.929,329.748,342.1204
"7165",2,2,-0.9059,-0.3481,392.407,405.339,372.421,366.531,368.88,372.406,396.54,361.588,358.823,385.328,378.0263
"7166",1,4,-2.9199,0.1413,367.812,366.374,389.463,378.561,351.475,407.708,348.009,364.362,377.478,422.248,377.349
"7167",1,3,0.2623,-0.756,435.866,397.657,434.412,381.168,387.482,431.166,389.919,428.557,436.366,388.924,411.1517
"7168",1,2,0.2214,-0.039,419.939,439.075,397.601,422.215,414.698,437.378,446.387,459.611,411.372,424.515,427.2791
"7170",2,3,0.4178,-0.756,400.073,461.494,436.058,433.626,438.578,436.756,465.846,468.364,435.984,416.458,439.3237
"7171",3,3,-0.0442,-1.15,452.708,380.211,378.243,424.297,446.136,386.864,420.101,423.735,400.421,419.909,413.2625
"7172",2,3,0.4435,-1.1042,348.662,279.538,366.741,303.258,313.629,333.469,285.116,317.896,339.75,297.271,318.533
"7174",1,3,0.2009,-0.756,401.928,421.859,420.062,444.9,449.483,406.845,444.873,460.961,460.929,396.362,430.8202
"7175",3,2,0.8143,-0.756,344.936,294.495,320.816,321.724,299.983,355.417,373.811,363.117,348.667,285.275,330.8241
"7176",2,3,0.1355,-0.756,346.561,341.485,354.979,406.917,373.577,345.509,333.298,326.978,346.19,343.127,351.8621
"7179",2,3,-0.9628,-0.756,382.517,389.387,327.929,312.557,349.096,326.097,375.559,338.626,375.096,362.996,353.986
"7180",3,2,0.0425,1.1246,531.642,546.157,519.935,529.494,517.157,525.548,518.929,543.179,515.625,490.452,523.8118
"7181",1,1,-0.3893,1.1246,336.701,342.143,363.511,354.6,336.859,278.633,363.522,330.766,343.508,355.982,340.6225
"7182",1,2,0.0888,1.1246,452.326,434.115,393.951,444.499,445.993,400.561,445.957,435.516,386.563,472.647,431.2128
"7183",2,3,-0.6577,-0.756,365.997,349.218,367.177,366.399,348.333,358.106,355.14,374.525,362.241,390.022,363.7158
"7184",2,3,-0.1852,-0.756,326.478,291.358,316.835,295.084,271.639,345.363,318.001,320.795,328.533,347.614,316.17
"7185",2,3,0.0496,1.1246,352.335,320.162,356.23,361.945,326.227,315.952,380.468,351.202,320.414,332.706,341.7641
"7186",3,2,0.4013,-1.1042,317.997,267.369,333.797,322.779,314.333,318.49,295.92,313.94,292.871,322.303,309.9799
"7187",2,2,0.6427,0.4417,429.394,406.094,418.272,410.04,441.784,450.148,461.587,471.367,484.143,426.297,439.9126
"7188",2,3,-0.0685,-0.756,357.076,320.78,378.538,365.591,338.393,346.895,339.789,370.218,362.604,366.194,354.6078
"7189",3,1,0.5687,0.2852,270.337,245.925,258.24,293.736,261.178,241.652,256.886,255.182,224.925,218.073,252.6134
"7190",2,2,0.0187,-0.756,378.349,363.698,381.539,386.729,367.436,366.219,350.112,414.076,337.171,408.743,375.4072
"7191",2,1,-0.3143,-0.756,399.665,433.424,435.427,375.711,403.818,406.182,424.786,443.153,420.635,410.629,415.343
"7194",2,3,0.0192,1.1246,281.479,290.892,271.196,269.864,310.535,337.238,258.77,295.459,238.078,256.064,280.9575
"7195",3,2,0.0476,1.1246,484.805,520.272,518.012,538.964,526.513,526.636,519.747,508.587,510.424,539.938,519.3898
"7196",2,2,0.0104,1.1246,307.493,361.632,355.278,359.805,314.752,316.573,355.873,257.424,356.137,304.625,328.9592
"7197",3,3,0.2458,-0.756,432.176,436.818,435.396,408.421,442.436,400.65,407.717,430.113,404.209,409.695,420.7631
"7199",3,2,0.0916,-0.756,338.088,275.084,331.752,303.998,325.955,332.11,346.935,377.793,344.311,337.788,331.3814
"7200",2,4,-0.3572,1.1246,330.66,416.79,371.415,381.795,405.378,345.527,370.655,415.057,398.959,376.27,381.2506
"7201",2,3,0.312,1.1246,389.315,378.375,384.303,383.371,397.931,387.463,392.878,387.116,398.151,414.311,391.3214
"7204",1,2,-0.9947,-0.756,457.166,445.698,435.62,427.269,430.262,426.289,425.192,454.073,456.017,455.256,441.2842
"7205",1,2,1.0716,-0.0974,411.451,433.38,403.359,411.599,437.629,461.301,433.758,480.967,391.045,446.209,431.0698
"7206",3,1,0.7841,-0.756,396.188,463.051,453.18,399.943,430.656,463.223,449.635,458.113,451.383,426.521,439.1893
"7207",2,3,-0.0062,-0.756,397.933,394.559,378.776,404.635,367.292,368.67,380.444,392.139,350.097,410.657,384.5202
"7209",2,2,0.2423,-0.756,371.243,323.047,348.085,379.387,365.032,333.211,356.342,331.7,350.134,344.327,350.2508
"7210",2,3,0.0555,-0.756,330.79,329.251,325.344,337.711,328.674,306.23,343.729,358.88,319.929,299.968,328.0506
"7211",2,3,-0.6004,-1.306,308.084,356.143,383.93,338.181,312.552,285.342,346.97,349.078,356.039,334.621,337.094
"7213",2,3,-1.104,-0.039,319.523,305.996,314.688,372.84,334.162,342.321,314.633,363.439,316.009,300.512,328.4123
"7215",4,1,-0.7904,0.1368,527.391,493.616,566.431,506.54,505.286,525.969,517.898,528.096,551.191,512.128,523.4546
"7216",1,3,-1.1669,-0.756,399.696,367.925,373.879,395.252,311.286,389.69,380.765,405.627,362.024,359.764,374.5908
"7217",3,3,0.9209,-0.039,317.553,364.439,326.59,309.04,353.672,359.704,345.767,308.201,295.705,268.864,324.9535
"7218",3,4,0.9027,-0.756,356.906,393.213,359.058,338.316,345.95,340.817,376.78,369.215,353.433,387.622,362.131
"7219",1,2,-1.4263,-0.756,486.656,539.522,553.882,505.321,567.24,508.499,464.291,496.455,429.448,527.749,507.9063
"7220",1,3,0.6325,-0.1051,460.309,448.796,465.332,448.928,465.202,447.264,447.152,394.757,458.404,474.096,451.024
"7221",3,1,-0.7232,0.0877,304.222,327.791,329.39,330.124,316.081,308.5,300.673,296.999,323.646,284.425,312.1851
"7222",3,2,0.7313,-0.756,520.232,552.495,563.185,515.406,529.746,503.681,542.159,566.692,578.76,575.518,544.7874
"7223",2,3,-0.0837,0.6942,405.669,408.456,377.015,360.369,398.542,395.716,348.969,367.183,435.551,414.581,391.2051
"7225",2,3,0.4031,-0.3481,286.694,285.942,300.121,264.282,266.008,265.082,251.744,264.925,270.229,247.221,270.2248
"7227",1,2,-1.2833,-0.756,420.043,441.231,447.142,402.771,398.262,401.927,422.837,415.855,427.016,401.634,417.8718
"7228",2,3,-1.0279,-2.1927,398.961,400.616,370.545,391.507,392.605,404.601,431.475,413.787,390.445,402.967,399.7509
"7229",1,1,-0.8429,-0.0974,396.677,413.971,381.867,443.536,363.418,407.008,367.009,435.18,393.368,402.434,400.4468
"7230",3,3,0.301,-0.756,319.429,301.574,300.344,323.028,299.083,331.429,322.24,317.503,361.246,320.089,319.5965
"7231",2,2,-0.179,-0.756,324.903,262.676,313.11,239.08,278.386,281.54,308.397,278.854,309.84,263.003,285.9789
"7233",2,2,0.4969,-0.756,401.078,449.087,456.157,436.936,467.543,412.74,434.185,398.396,431.868,417.239,430.5229
"7234",2,3,-0.0766,-0.3481,393.332,389.631,409.513,409.275,394.383,355.085,389.746,393.279,403.305,357.983,389.5532
"7235",1,2,-1.0087,-0.0918,428.574,426.842,402.201,426.917,431.926,394.789,380.554,405.111,422.556,383.724,410.3194
"7236",2,2,-0.5633,-0.756,394.792,403.487,346.922,354.951,410.58,371.089,358.289,414.782,369.985,397.701,382.2578
"7238",2,4,0.4203,-0.756,324.156,279.742,293.045,320.718,302.728,386.116,367.559,352.278,325.267,301.422,325.3031
"7239",2,2,0.8678,0.2435,387.149,350.161,393.315,378.862,406.176,389.052,346.772,389.671,329.992,345.579,371.6729
"7240",4,3,-0.5222,-0.756,367.194,322.695,342.59,313.179,339.571,368.833,352.499,396.827,371.555,348.303,352.3246
"7243",2,2,0.0692,-0.756,293.401,296.719,357.321,341.054,374.802,262.142,324.644,303.007,324.947,359.274,323.7311
"7244",2,4,0.1997,1.1246,293.384,247.975,331.351,318.772,294.044,266.275,307.18,295.263,302.749,274.835,293.1828
"7246",1,1,0.6526,1.1246,337.512,347.027,280.602,317.629,296.142,339.492,320.876,335.829,304.615,307.995,318.7719
"7249",2,3,0.695,-0.756,325.012,361.758,334.478,350.414,342.686,347.56,362.396,385.841,348.302,345.919,350.4366
"7251",2,3,-0.1936,-0.756,414.803,432.742,388.192,450.911,424.565,444.164,419.985,461.564,408.416,443.923,428.9265
"7253",2,3,0.6459,-1.1042,404.625,373.719,430.537,418.36,454.024,449.483,412.444,440.158,387.368,448.806,421.9524
"7254",3,2,-0.4911,-0.756,338.991,361.511,356.113,364.442,363.008,325.101,358.845,364.8,397.663,386.744,361.7218
"7255",2,3,-0.9504,-0.756,296.175,257.028,286.506,290.739,278.862,292.466,296.923,273.783,281.19,290.343,284.4015
"7257",2,2,-0.5307,-0.756,461.776,470.575,459.282,457.685,409.9,448.263,451.932,458.442,485.348,433.694,453.6897
"7258",3,3,-0.1355,-0.756,299.894,304.068,289.773,301.295,337.493,381.652,342.64,348.304,333.367,295.149,323.3635
"7259",2,2,0.6458,0.4836,263.255,331.136,259.704,264.826,279.171,338.07,295.197,300.186,313.622,263.533,290.87
"7260",2,3,-0.5841,-0.756,366.222,375.133,360.159,411.208,351.998,330.049,377.128,381.148,359.189,366.057,367.8291
"7261",2,3,-0.1483,-0.756,382.611,417.106,404.71,376.025,367.169,360.809,389.766,396.633,363.135,387.584,384.5548
"7264",3,3,-0.0962,-0.756,410.497,426.573,429.503,437.09,444.076,403.226,450.525,419.483,429.934,451.254,430.2161
"7269",2,2,0.8323,-0.756,337.405,364.045,364.767,348.779,344.699,295.313,366.07,364.537,362.172,309.368,345.7155
"7270",2,3,-0.2502,-0.756,421.402,403.22,369.598,376.664,335.112,392.313,363.215,367.669,380.535,383.602,379.333
"7271",2,2,-0.7426,-0.756,333.149,339.906,360.509,318.048,331.37,366.286,311.293,348.065,332.155,362.992,340.3773
"7272",2,4,-0.106,0.2485,320.921,297.449,333.203,343.285,349.236,300.768,341.715,312.051,306.629,314.392,321.9649
"7273",1,3,-0.4699,1.1246,340.094,264.866,326.541,333.956,300.816,316.636,265.148,285.113,234.596,344.419,301.2185
"7274",1,3,0.1112,0.4417,330.6,325.386,345.539,318.861,313.335,310.294,333.425,338.003,330.574,328.049,327.4066
"7275",1,2,0.1086,-1.1042,298.104,326.967,342.081,345.465,316.408,310.201,288.666,307.942,341.49,305.497,318.2821
"7276",2,2,0.7907,1.1246,435.006,443.553,424.762,485.963,418.672,410.737,465.226,475.737,431.273,455.69,444.6619
"7279",2,3,-2.4841,-1.15,392.926,385.443,385.282,376.689,384.331,432.338,357.369,414.981,430.046,412.67,397.2075
"7281",3,3,0.0126,0.4417,328.353,357.379,371.223,369.058,282.885,339.464,345.324,310.941,290.371,329.167,332.4165
"7283",2,4,-1.2265,-0.756,409.222,429.555,405.04,418.097,424.946,408.159,417.83,422.807,394.859,433.491,416.4006
"7284",2,2,-0.3592,-0.756,423.783,405.363,462.62,439.051,444.496,444.502,479.378,478.396,443.799,444.522,446.591
"7285",1,3,-1.5884,-0.756,347.286,383.425,379.356,398.421,383.172,379.031,365.366,332.665,351.367,354.232,367.4321
"7286",3,2,0.3021,-0.756,509.624,495.881,481.742,451.575,461.745,522.233,493.067,440.333,480.214,465.714,480.2128
"7287",1,2,0.1275,-0.756,402.485,363.604,356.424,376.581,389.848,428.049,424.066,436.829,426.715,400.623,400.5224
"7288",3,1,0.6868,1.1246,457.733,397.653,451.303,410.374,464.552,435.329,439.985,435.194,456.991,445.403,439.4517
"7289",2,2,0.1013,-0.756,415.728,443.55,431.058,437.394,421.983,399.318,420.868,413.582,404.352,424.935,421.2768
"7290",3,3,0.4127,-0.756,392.494,357.273,358.884,331.507,353.404,386.367,360.015,362.482,386.492,368.667,365.7585
"7292",1,3,-0.7496,-1.1042,389.194,395.419,367.123,409.837,364.703,415.001,414.087,406.124,388.28,427.03,397.6798
"7293",2,4,-0.468,-1.1042,364.982,371.342,322.679,295.548,335.62,299.68,324.537,378.615,363.198,345.571,340.1772
"7294",2,2,0.5419,-0.756,384.967,372.203,347.351,387.775,361.141,349.447,365.201,414.55,382.888,396.704,376.2227
"7295",2,2,-0.0074,-0.756,361.293,327.747,290.863,318.681,317.88,362.744,344.296,357.089,391.637,342.786,341.5016
"7296",2,2,0.1894,-0.756,498.421,465.381,434.237,464.691,460.78,467.829,430.344,473.904,452.978,458.46,460.7025
"7300",2,2,-0.6361,-0.756,349.725,374.037,361.402,366.987,351.513,362.627,350.168,387.864,413.146,393.439,371.0908
"7301",2,2,-0.5598,-0.756,333.939,330.014,324.978,313.533,320.564,297.53,374.892,380.024,320.091,338.82,333.4385
"7302",2,3,0.0559,-1.6365,307.812,299.299,299.459,318.528,312.063,272.253,235.481,302.95,284.239,282.436,291.452
"7304",2,2,0.3153,-0.756,350.755,382.91,334.725,366.674,340.566,356.63,378.342,345.843,402.263,370.747,362.9455
"7305",2,3,0.0804,-0.756,366.616,347.064,366.801,419.368,320.98,369.134,358.429,384.757,333.916,384.915,365.198
"7306",2,2,0.7441,0.4938,558.482,562.706,554.143,575.48,538.228,542.218,548.241,570.141,552.098,564.736,556.6473
"7307",2,3,-0.6738,-1.1042,365.226,338.983,350.339,284.214,353.908,400.761,357.273,365.459,332.937,310.194,345.9294
"7309",3,2,-1.1305,-1.1042,435.984,518.661,482.911,480.736,470.745,506.54,502.193,497.034,465.875,531.314,489.1993
"7310",2,2,0.0272,-0.756,415.3,416.781,393.512,397.435,382.939,403.314,431.453,392.71,385.04,396.645,401.5129
"7311",2,3,-0.4795,-0.756,319.817,352.389,275.795,307.132,361.209,315.739,287.546,314.769,311.4,282.67,312.8466
"7314",2,3,0.9742,-0.756,365.32,382.344,362.412,402.49,338.974,353.564,346.793,371.513,350.007,378.021,365.1438
"7315",3,3,-0.9749,0.6342,360.02,328.988,351.92,296.976,299.491,383.893,375.182,351.882,351.712,328.457,342.8521
"7316",1,4,0.6714,0.6942,379.119,395.377,351.581,392.302,385.255,384.301,327.636,371.908,370.496,410.196,376.8171
"7317",2,3,-0.7637,1.1246,375.722,403.478,392.752,359.482,373.125,409.289,359.975,367.179,430.261,398.097,386.936
"7318",1,4,-1.3105,0.6942,430.732,402.029,428.114,361.21,398.745,400.997,394.181,443.334,413.173,418.627,409.1142
"7320",2,2,0.2019,-1.15,369.355,350.635,355.876,324.48,368.437,343.582,331.456,372.067,391.686,345.786,355.336
"7322",3,2,-0.0326,1.1246,259.485,246.545,244.953,280.272,280.225,320.686,244.387,268.321,283.695,219.913,264.8482
"7323",1,2,-0.6766,1.1246,431.133,423.523,405.423,389.852,387.438,450.842,416.471,434.02,417.731,402.499,415.8932
"7325",2,2,0.3245,-0.756,425.808,330.619,376.96,375.084,386.426,417.758,385.975,366.73,428.506,411.259,390.5125
"7327",2,3,-0.5119,0.2852,306.814,277.935,292.403,290.425,315.931,289.511,294.916,288.059,286.357,281.041,292.3392
"7328",1,2,-0.8395,-0.0918,444.482,424.193,485.84,356.921,380.976,417.538,387.246,409.126,407.874,459.494,417.369
"7329",4,4,-1.2925,0.1024,447.825,424.274,422.945,415.873,440.607,465.561,454.606,457.459,420.789,430.557,438.0496
"7330",3,2,-0.1217,0.4417,392.114,388.651,449.987,417.866,364.182,388.663,398.772,365.011,397.487,418.51,398.1243
"7331",2,3,-0.0234,-0.756,350.045,367.292,328.718,300.6,320.207,347.494,349.444,351.331,352.742,329.664,339.7537
"7332",1,2,-0.5718,-0.756,366.198,316.949,387.498,324.306,335.625,315.099,350.206,342.707,335.245,322.944,339.6777
"7333",2,1,-0.2702,0.2485,470.343,423.091,455.707,425.575,448.405,425.69,440.264,462.645,443.033,433.516,442.8269
