"","GM","EmoWLE","AmanWLE","PV1MATH","PV2MATH","PV3MATH","PV4MATH","PV5MATH","PV6MATH","PV7MATH","PV8MATH","PV9MATH","PV10MATH","MATHMEAN"
"12917",3,-0.3454,-1.2684,336.501,332.291,278.372,318.588,354.021,318.651,311.477,345.166,341.585,367.447,330.4099
"12918",2,-0.1112,-0.756,353.674,336.624,298.098,352.783,339.491,311.908,333.876,352.878,358.651,342.065,338.0048
"12919",3,0.3359,-0.756,371.17,368.261,320.526,320.994,368.014,405.801,337.17,337.655,346.664,366.345,354.26
"12920",2,0.1468,-2.7886,318.331,319.115,305.44,330.857,339.36,359.295,302.765,367.92,312.863,306.634,326.258
"12921",3,-0.5664,-1.5326,357.69,378.103,399.835,362.683,370.296,343.816,369.545,368.026,326.359,315.499,359.1852
"12922",3,-0.6198,-0.756,395.162,392.623,369.146,374.345,342.888,352.145,381.941,379.14,361.166,378.892,372.7448
"12923",3,0.4375,-0.756,436.689,438.717,463.21,461.999,422.544,429.988,443.377,429.349,427.806,429.843,438.3522
"12925",3,0.7702,-0.756,373.601,313.362,357.023,365.627,390.558,367.153,339.543,320.283,371.817,343.834,354.2801
"12926",4,0.6517,1.1246,273.507,300.785,274.009,282.06,259.862,265.095,304.97,293.797,330.584,309.855,289.4524
"12927",3,-0.1121,-0.756,409.665,423.165,434.515,403.174,437.085,385.187,421.107,416.678,441.712,430.141,420.2429
"12928",3,-0.7582,-1.5326,390.225,393.092,435.078,367.07,344.982,367.634,414.372,394.843,389.283,402.424,389.9003
"12929",3,-0.1345,-0.756,405.104,378.377,400.562,407.609,350.181,386.773,372.452,409.753,374.222,374.152,385.9185
"12931",3,-0.7829,1.1246,327.44,371.931,336.093,323.746,373.161,358.411,355.059,344.163,347.334,346.049,348.3387
"12932",3,1.913,1.1246,472.815,439.94,438.767,427.818,449.799,487.204,452.119,456.783,423.78,434.417,448.3442
"12933",2,-0.6891,-0.756,510.4,522.696,481.6,491.955,490.291,488.263,490.461,495.322,485.811,468.913,492.5712
"12934",1,-0.3755,-0.756,440.959,432.586,478.247,471.048,479.453,488.418,471.893,429.773,495.166,442.642,463.0185
"12935",2,0.4094,-0.756,343.752,377.525,334.962,355.996,343.137,316.584,374.648,363.31,362.134,312.652,348.47
"12936",3,-0.402,-1.1042,436.93,429.966,391.04,380.488,426.021,395.993,428.54,420.849,409.165,426.074,414.5066
"12937",3,-0.3223,-1.1042,285.697,329.725,328.02,353.874,318.133,318.583,371.97,313.413,325.598,295.399,324.0412
"12938",3,-0.413,-1.1042,396.042,427.071,459.532,449.774,381.517,396.874,436.712,408.881,435.611,436.539,422.8553
"12939",3,-0.1916,0.4417,424.401,421.087,413.388,449.436,371.221,437.008,380.745,450.637,406.466,439.355,419.3744
"12941",3,-0.1526,1.1246,302.716,325.511,286.255,364.857,291.317,296.561,343.427,323.91,326.103,333.225,319.3882
"12942",3,0.4658,-0.0918,300.242,320.876,289.184,302.367,341.201,298.437,318.367,304.319,306.852,298.127,307.9972
"12943",3,-0.7586,-0.756,369.626,404.02,368.103,348.712,330.883,356.321,360.474,397.742,380.252,392.69,370.8823
"12944",3,-0.7097,-0.756,432.102,443.241,408.752,410.709,429.123,445.638,414.656,423.808,425.131,443.211,427.6371
"12945",4,0.0246,1.1246,341.963,357.207,416.802,328.207,347.287,327.993,336.541,327.373,348.212,362.61,349.4195
"12946",2,0.1468,0.6942,391.311,361.36,364.683,336.338,340.533,294.972,315.004,370.156,358.371,333.102,346.583
"12947",2,-0.142,-0.756,458.905,437.883,465.49,454.121,483.032,467.254,452.55,438.789,453.069,422.52,453.3613
"12948",3,-0.5775,0.2435,361.31,264.454,339.979,298.983,343.537,356.715,353.506,313.291,340.409,375.165,334.7349
"12949",2,-0.3692,-1.1042,487.932,485.059,515.57,474.264,529.778,499.939,562.666,488.519,488.749,477.395,500.9871
"12950",3,0.4409,1.1246,323.784,377.774,374.496,409.535,352.916,349.864,366.287,368.812,351.032,364.03,363.853
"12951",3,-0.2475,-0.756,337.064,339.147,421.598,371.351,332.96,313.629,371.771,325.273,332.762,344.91,349.0465
"12953",3,-0.0956,-0.0918,315.595,346.272,360.041,358.467,328.106,317.749,349.004,346.89,352.119,360.615,343.4858
"12954",2,-0.1691,-0.756,446.564,446.179,419.028,427.785,460.358,412.446,415.926,441.262,437.093,439.475,434.6116
"12955",2,0.5716,-0.756,509.438,544.276,507.692,542.777,492.859,561.076,509.967,498.647,509.321,509.185,518.5238
"12956",2,-0.7799,-0.756,344.288,362.947,404.106,335.963,357.603,334.229,335.607,389.68,353.375,383.715,360.1513
"12957",1,-0.3635,-0.756,397.438,418.179,396.979,409.131,355.909,374.984,430.162,400.219,407.67,401.019,399.169
"12959",4,1.0491,1.1246,421.431,399.759,390.681,451.26,415.236,454.322,416.034,404.828,431.638,402.961,418.815
"12960",1,-1.6592,1.1246,395.861,384.356,411.794,395.1,361.972,383.792,386.11,417.18,431.936,408.494,397.6595
"12961",3,0.5399,-0.756,309.014,318.582,276.589,339.25,356.624,351.578,260.943,314.572,292.509,295.391,311.5052
"12963",1,0.1606,-0.756,327.402,373.114,376.557,352.199,358.237,358.611,370.993,348.549,365.247,366.943,359.7852
"12964",2,-0.0911,-0.756,426.604,435.885,420.045,423.371,416.392,402.649,427.063,415.747,431.732,432.838,423.2326
"12965",3,-1.0246,-0.756,423.302,455.642,480.675,478.771,422.645,470.09,456.335,469.947,457.54,455.243,457.019
"12966",2,-0.7195,-0.756,308.279,347.058,348.319,325.24,318.207,328.888,323.852,338.668,359.433,334.727,333.2671
"12967",1,-0.3031,-0.756,342.985,447.676,454.04,410.498,396.814,377.766,415.026,389.248,368.722,422.829,402.5604
"12968",3,0.0745,0.4417,460,480.077,480.187,438.609,475.924,463.384,512.212,455.181,450.588,470.116,468.6278
"12969",1,0.6001,-0.039,472.342,500.716,468.214,435.75,452.259,444.768,501.561,503.638,495.256,482.578,475.7082
"12970",3,0.228,1.1246,487.8,465.045,527.387,424.961,476.693,469.734,467.635,490.194,420.58,492.974,472.3003
"12971",3,-0.43,0.3308,383.842,367.11,425.975,385.791,409.203,382.742,366.044,372.835,356.188,392.842,384.2572
"12972",3,0.0582,-0.756,370.843,386.913,349.414,368.212,367.168,369.986,388.537,340.753,384.833,383.388,371.0047
"12973",4,-1.1867,1.1246,442.354,467.618,459.115,453.628,455.734,458.81,425.916,423.62,423.435,439.555,444.9785
"12974",3,-0.2715,-0.039,350.028,368.851,369.842,370.946,417.879,402.06,394.257,382.713,348.244,392.003,379.6823
"12975",3,-0.5038,-0.0918,461.761,442.732,457.882,472.99,491.884,472.159,448.774,442.616,447.612,441.521,457.9931
"12976",3,-0.1005,-0.756,426.23,393.369,382.259,405.383,430.405,445.144,429.481,429.636,419.836,409.089,417.0832
"12977",2,-0.1651,-1.1042,357.802,349.208,423.657,348.661,367.439,358.919,365.456,401.447,364.485,388.761,372.5835
"12978",3,0.3834,-0.756,365.198,362.177,348.574,340.961,344.476,388.482,348.896,356.962,367.672,366.268,358.9666
"12979",3,-0.6787,-0.756,387.582,369.898,396.207,374.638,359.657,380.893,403.932,363.587,362.114,368.76,376.7268
"12980",2,0.3797,0.4836,430.989,493.836,435.682,482.69,469.06,462.798,448.243,455.393,446.266,468.494,459.3451
"12981",3,-0.976,0.1413,428.538,398.768,405.525,391.58,404.766,424.223,427.396,423.207,387.171,387.999,407.9173
"12982",3,0.0908,-0.756,323.67,364.419,317.914,338.887,311.31,313.576,316.904,343.939,320.321,323.181,327.4121
"12983",3,-0.1763,-0.756,366.554,325.84,337.93,320.727,377.433,342.241,320.713,350.001,368.328,328.774,343.8541
"12984",3,0.2644,-0.756,221.757,233.068,231.093,251.51,262.265,252.47,227.679,255.152,274.045,227.605,243.6644
"12985",2,0.6325,-0.756,482.611,429.107,434.292,432.544,455.508,481.554,403.553,409.717,444.053,460.298,443.3237
"12986",2,-0.5316,1.1246,266.347,371.899,315.569,342.234,377.828,267.178,293.13,294.81,334.234,299.816,316.3045
"12987",2,-0.5404,-0.756,414.318,401.706,438.142,428.106,440.551,423.281,429.121,421.304,395.902,420.472,421.2903
"12988",2,-0.3974,-0.756,379.697,367.606,378.772,383.002,421.166,361.06,409.784,384.956,392.804,392.048,387.0895
"12989",3,0,1.1246,371.821,364.01,408.296,352.959,380.197,388.794,376.17,360.216,400.124,384.355,378.6942
"12990",3,0.2386,0.2435,335.607,320.051,317.857,289.603,287.819,302.62,322.311,321.213,317.9,331.216,314.6197
"12992",3,-0.8602,-0.756,424.849,403.94,412.723,447.945,419.617,365.351,439.519,440.587,399.912,422.829,417.7272
"12993",3,0.1634,1.1246,326.494,322.603,376.454,348.906,314.16,312.025,356.969,323.72,298.08,349.192,332.8603
"12994",3,-0.6122,-0.756,349.597,338.909,338.178,308.673,344.63,292.902,314.119,324.867,341.197,335.433,328.8505
"12995",3,-1.6929,-0.756,369.919,456.379,383.841,399.997,446.347,396.992,397.088,408.055,417.826,430.089,410.6533
"12996",3,0.3555,-0.756,343.844,346.335,327.48,362.695,343.235,313.239,342.037,360.839,368.464,359.633,346.7801
"12997",2,-0.9653,-0.0918,341.708,358.141,364.557,362.767,354.148,356.001,326.691,363.538,370.619,316.141,351.4311
"12998",2,-0.3544,1.1246,429.498,429.887,452.219,431.518,438.943,477.236,418.779,414.114,421.513,441.579,435.5286
"12999",3,0.1205,-0.756,339.497,352.946,350.188,357.752,352.968,366.409,332.145,368.744,310.415,319.929,345.0993
"13001",3,-0.7426,0.4014,306.307,327.487,293.698,287.619,277.928,325.456,248.969,292.001,258.857,279.992,289.8314
"13002",1,0.6277,-0.756,292.139,335.394,316.638,339.057,290.399,323.659,315.082,322.86,319.488,305.335,316.0051
"13003",2,-0.7006,1.1246,298.192,355.912,309.651,318.341,289.021,306.208,308.777,393.479,307.945,319.88,320.7406
"13004",3,-1.2795,0.4417,419.189,403.56,411.895,395.568,425.449,425.141,410.379,428.887,397.002,369.187,408.6257
"13005",2,-0.3723,-0.756,290.768,302.803,292.863,307.938,297.267,269.625,263.683,227.372,281.741,312.919,284.6979
"13006",3,-0.5949,-1.1042,397.973,393.061,434.539,434.586,440.938,407.825,406.86,411.156,403.17,452.739,418.2847
"13007",3,-2.0452,-0.756,356.385,356.234,360.242,382.405,356.695,393.624,326.943,361.2,377.862,346.822,361.8412
"13008",3,0.4117,-1.5326,351.82,354.813,331.214,357.105,361.564,331.28,345.996,314.807,357.252,362.032,346.7883
"13009",1,-0.2084,-0.756,367.972,415.503,392.135,395.316,397.693,409.185,403.22,386.537,415.27,421.449,400.428
"13011",3,0.0863,1.1246,359.037,371.251,356.568,375.226,386.42,402.628,361.248,405.739,341.127,323.82,368.3064
"13012",2,0.7815,-0.756,323.71,309.165,353.838,299.614,333.428,348.278,316.81,338.297,334.218,370.759,332.8117
"13013",3,0.4245,-0.756,382.015,363.762,331.53,355.342,399.187,418.484,366.664,311.274,397.471,365.75,369.1479
"13014",2,0.7968,-0.756,407.964,415.542,412.365,431.995,407.353,395.011,433.153,418.649,408.192,432.006,416.223
"13015",3,0.5581,-1.1042,468.624,432.888,439.284,430.709,439.751,430.352,395.466,474.237,447.491,475.476,443.4278
"13016",3,-0.107,-0.756,371.696,381.275,339.917,372.696,340.099,331.309,376.155,376.509,358.119,328.939,357.6714
"13017",3,0.0225,-0.756,405.911,390.183,386.414,394.51,399.55,389.172,382.106,375.877,379.278,353.556,385.6557
"13019",1,-0.0245,0.2435,490.224,465.561,439.338,452.396,448.268,450.546,451.65,475.645,464.629,481.62,461.9877
"13020",3,-0.7311,-0.756,239.051,284.462,301.984,325.623,280.28,308.62,267.335,324.636,262.233,263.804,285.8028
"13021",2,-0.7968,-1.1042,407.635,359.075,352.705,411.102,349.613,395.679,373.833,357.404,345.359,360.998,371.3403
"13022",3,-0.5593,-1.0927,430.203,420.958,411.569,461.669,417.041,413.482,403.871,398.194,398.737,420.911,417.6635
"13023",2,-0.0975,1.1246,431.502,470.012,420.815,429.825,419.813,398.398,408.077,438.254,445.862,388.463,425.1021
"13024",3,-0.2159,1.1246,418.867,412.179,349.535,411.852,376.004,409.643,419.887,340.133,446.076,380.012,396.4188
"13025",3,-0.4001,-0.756,407.316,391.518,412.907,409.715,360.093,421.459,384.627,376.972,375.368,431.894,397.1869
"13026",4,-0.5588,-0.756,369.547,417.511,401.74,383.44,412.316,411.938,384.258,414.515,385.492,425.965,400.6722
"13028",1,-0.3758,1.1246,521.719,520.75,540.673,566.187,545.572,538.998,531.688,506.063,530.455,532.479,533.4584
"13029",3,-0.0734,-0.756,307.103,287.813,334.979,312.678,360.332,299.8,334.301,288.205,311.553,317.176,315.394
"13030",2,0.0909,0.6942,420.776,453.3,449.293,423.201,464.113,416.906,408.234,433.774,407.822,421.362,429.8781
"13031",3,-0.0477,-0.756,407.661,416.453,400.663,435.408,399.138,406.349,386.863,425.652,391.95,418.989,408.9126
"13032",2,-0.0585,-1.1042,426.27,414.171,394.01,472.297,432.853,422.803,396.145,437.973,411.96,432.334,424.0816
"13033",4,0.4687,1.1246,297.03,329.814,316.444,288.438,298.45,308.647,328.18,257.009,348.393,319.151,309.1556
"13034",3,-0.8061,-0.756,387.133,415.624,319.874,354.672,374.683,344.407,368.86,345.703,351.612,321.564,358.4132
"13035",2,0.855,-0.756,400.94,440.216,423.981,435.389,447.25,423.703,384.737,474.193,443.213,448.827,432.2449
"13036",3,0.038,-0.756,370.305,413.673,388.556,374.899,380.576,356.625,328.346,361.81,371.357,410.437,375.6584
"13037",3,0.0554,-0.756,408.035,459.358,433.702,430.36,402.463,459.526,369.268,397.713,400.676,439.782,420.0883
"13038",3,-0.2006,1.1246,354.942,350.269,303.366,369.78,364.857,307.275,320.443,388.954,356.129,316.368,343.2383
"13039",3,-0.4829,-0.756,337.242,260.828,324.192,321.405,342.11,339.265,316.953,381.012,324.772,319.499,326.7278
"13040",3,-1.001,-0.039,319.305,374.544,346.043,311.83,377.888,361.48,337.996,323.28,373.83,398.829,352.5025
"13041",3,0.0426,-0.756,313.361,333.999,336.47,344.735,300.312,328.21,333.667,334.398,275.733,314.84,321.5725
"13042",2,0.0415,0.6942,443.466,445.412,456.141,435.375,399.871,431.779,423.956,414.17,485.057,397.387,433.2614
"13043",3,-0.0113,-0.756,315.206,290.266,319.977,352.025,354.677,318.246,272.396,304.916,341.561,306.909,317.6179
"13044",2,0.6347,1.1246,243.631,281.307,249.14,247.953,230.178,236.477,271.478,310.476,265.436,239.993,257.6069
"13045",1,0.8305,-0.756,322.407,349.733,324.284,325.678,332.052,348.239,349.323,351.536,368.022,369.908,344.1182
"13046",3,0.0538,-0.756,379.484,389.867,373.264,396.736,411.799,367.542,416.551,418.33,402.485,394.256,395.0314
"13047",2,0.0381,-0.756,423.741,394.564,376.855,439.181,445.36,450.796,423.62,442.216,425.307,432.082,425.3722
"13048",2,-0.7496,-0.756,350.927,361.77,357.88,354.902,342.032,344.349,330.547,310.494,363.13,364.338,348.0369
"13049",1,0.4244,-1.1042,356.345,326.652,359.041,376.541,359.145,342.483,375.969,369.52,416.535,356.314,363.8545
"13050",3,-0.6269,-0.756,332.262,280.314,294.157,288.223,276.981,260.455,315.75,269.929,311.451,332.578,296.21
"13051",2,-0.1723,-0.756,470.164,482.736,412.765,419.08,463.677,434.811,474.482,447.081,419.064,455.507,447.9367
"13052",3,0.6458,-0.0918,439.068,448.291,455.271,453.574,461.158,454.417,440.33,465.163,457.43,407.971,448.2673
"13053",2,-0.2463,0.4417,308.195,289.737,339.555,343.806,362.212,308.541,339.568,328.221,314.083,346.303,328.0221
"13054",2,-0.0159,-0.756,319.414,286.65,244.946,279.651,273.883,296.17,295.275,324.101,260.635,327.651,290.8376
"13055",3,-0.0411,0.4836,393.355,432.254,399.725,430.679,443.722,442.422,405.854,458.148,405.943,423.19,423.5292
"13056",3,0.0288,-0.756,353.57,311.6,381.31,380.123,307.121,336.49,384.714,399.947,341.271,367.854,356.4
"13057",3,-0.2734,0.4417,477.506,463.21,478.743,435.99,452.97,489.874,470.395,488.208,448.835,499.073,470.4804
"13058",3,-0.4137,-0.756,466.809,452.943,498.673,454.814,466.382,473.482,483.396,481.865,483.894,438.26,470.0518
"13059",4,0.3574,1.1246,414.761,376.542,372.768,419.619,410.29,415.959,394.849,367.005,418.634,386.832,397.7259
"13060",3,0.33,-0.756,316.003,328.656,380.959,343.966,304.285,317.617,347.362,299.832,372.421,313.38,332.4481
"13061",3,-0.4441,-1.1042,388.905,421.142,387.383,386.195,392.46,423.129,405.993,382.875,393.278,392.798,397.4158
"13062",3,0.0822,1.1246,360.197,323.35,339.825,343.737,383.086,363.027,328.096,350.845,352.158,331.104,347.5425
"13063",2,-0.816,-1.1042,397.545,416.082,433.216,441.519,427.054,398.355,409.739,395.653,417.287,397.41,413.386
"13065",4,0.6084,-0.756,447.354,471.727,455.099,485.344,428.125,480.17,433.608,439.543,443.174,468.716,455.286
"13066",2,0.3075,0.6942,560.796,478.172,492.548,524.88,530.738,520.32,506.729,468.036,519.982,518.546,512.0747
"13067",3,-0.6298,-0.756,278.296,319.809,353.131,339.26,363.862,350.543,349.422,313.137,349.14,325.866,334.2466
"13068",3,-1.0303,-0.756,289.053,330.709,236.422,188.786,264.286,270.939,232.567,306.577,278.085,211.185,260.8609
"13069",2,0.7266,-0.756,437.867,446.791,461.1,415.467,450.089,504.344,462.971,448.147,442.128,469.158,453.8062
"13070",3,0.8173,-0.756,261.424,274.206,295.652,260.417,251.362,286.736,254.95,279.233,246.805,229.833,264.0618
"13071",3,-0.099,0.4417,357.264,371.864,362.017,382.116,339.701,303.485,277.19,333.472,356.658,378.214,346.1981
"13072",1,-2.6666,-0.756,422.994,385.113,420.316,419.657,401.646,412.625,420.4,445.711,429.706,425.099,418.3267
"13073",3,0.4426,-0.756,345.174,349.175,390.39,387.576,395.235,364.573,341.811,328.215,356.013,308.861,356.7023
"13074",2,0.7082,-1.5326,360.907,350.174,319.723,329.163,333.27,384.981,389.024,331.971,321.515,346.871,346.7599
"13075",3,0.0379,0.6942,364.414,446.524,374.425,381.682,405.585,429.877,417.978,388.001,422.127,400.317,403.093
"13076",2,-0.3816,-0.039,374.285,399.823,356.045,412.016,411.676,384.481,364.876,387.211,386.312,350.397,382.7122
"13077",3,0.1468,1.1246,362.352,337.982,364.337,309.365,373.934,327.205,349.592,354.982,367.294,378.187,352.523
"13078",2,0.559,-0.756,586.512,550.911,536.185,554.779,526.864,571.047,570.122,579.746,566.462,582.04,562.4668
"13079",3,0.1409,0.6942,434.271,447.174,411.996,444.304,400.899,464.164,433.95,420.376,437.601,469.405,436.414
"13080",3,-0.0072,1.1246,384.486,343.819,375.571,371.929,380.059,386.667,367.909,371.173,371.413,377.709,373.0735
"13081",2,-0.1621,-0.756,435.76,408.915,448.308,481.16,458.337,472.686,432.785,425.408,444.931,440.222,444.8512
"13082",2,-0.7132,-0.756,427.951,413.676,418.069,409.718,484.422,402.996,434.213,423.347,466.062,423.603,430.4057
"13083",2,0.2973,-0.756,442.992,382.882,380.193,329.189,361.394,387.31,378.381,398.355,354.238,407.343,382.2277
"13084",2,0.0489,-1.1042,402.486,387.3,412.276,364.053,387.253,388.977,393.291,347.906,383.354,366.69,383.3586
"13085",3,-0.0616,-0.756,401.67,442.164,383.668,394.987,395.904,409.652,392.553,392.738,427.344,457.082,409.7762
"13086",2,0.0098,-0.756,408.197,332.87,407.702,423.406,425.741,370.479,399.128,343.399,359.9,396.277,386.7099
"13088",3,0.6606,-0.756,331.741,302.852,287.618,328.582,306.836,259.817,314.264,317.638,313.001,269.68,303.2029
"13090",4,0.39,1.1246,281.928,266.864,274.959,289.126,266.871,339.996,309.203,269.852,317.58,270.431,288.681
"13091",2,-0.8817,-0.756,366.343,369.195,375.563,369.395,399.638,353.569,366.358,424.453,375.048,387.442,378.7004
"13092",3,-0.7889,-0.756,326.246,349.799,371.112,359.427,339.712,338.814,326.308,347.02,294.948,344.173,339.7559
"13093",1,-0.1582,0.1368,553.006,555.775,556.479,539.293,550.951,583.124,544.563,529.691,578.324,511.843,550.3049
"13094",3,-0.6259,0.0877,408.652,338.538,343.918,357.98,365.355,312.978,368.738,418.732,363.223,355.82,363.3934
"13095",1,0.2553,-0.756,342.029,362.434,332.474,319.317,365.687,325.383,297.841,302.993,327.751,296.155,327.2064
"13096",3,0.0984,0.1368,324.781,375.237,332.7,325.402,346.9,363.288,336.707,321.982,306.437,308.407,334.1841
"13097",2,-0.9739,1.1246,349.738,381.314,372.329,366.655,351.623,359.563,343.197,307.664,363.714,369.099,356.4896
"13098",2,0.1893,1.1246,359.845,411.513,391.64,366.375,394.14,333.028,344.955,367.052,413.068,364.098,374.5714
"13099",3,-0.0599,-1.6365,412.15,398.83,411.863,398.96,392.666,435.584,428.983,427.696,413.23,405.805,412.5767
"13100",3,0.5424,0.4417,326.832,368.045,396.777,344.281,280.215,330.841,366.163,336.562,321.589,322.503,339.3808
"13101",3,-0.1214,-1.1042,340.619,330.559,342.518,329.98,372.604,307.155,316.996,286.666,367.665,310.467,330.5229
"13103",3,-0.1011,-1.1042,365.977,359.989,399.061,401.146,350.142,379.394,323.331,364.779,332.545,339.909,361.6273
