"","Kecemasan","GM","Emosi","Aman","MATHMEAN"
"3687",6,2,0.2803,-0.756,513.9403
"3688",4,3,-0.7358,-1.1042,390.3425
"3689",2,3,-0.4441,1.1246,368.8953
"3693",4,2,-0.1024,-0.756,380.9762
"3694",6,2,0.0854,-1.1042,364.2474
"3695",2,4,1.2431,0.6342,331.594
"3698",4,3,-0.458,-0.756,451.2228
"3699",2,1,0.3748,-0.756,423.5268
"3700",5,2,-0.2442,-0.756,335.706
"3701",5,3,-0.5924,-0.756,360.2965
"3702",4,1,0.0654,0.4836,307.4438
"3705",5,3,0.0395,-0.756,369.6027
"3707",5,3,-0.5291,1.1246,342.8488
"3709",4,3,-0.5122,-0.756,402.0134
"3711",4,3,-0.4189,1.1246,400.3818
"3714",5,3,0.615,-0.0918,361.3191
"3721",6,2,-0.1527,-1.1042,399.1774
"3722",6,3,0.6425,-0.756,429.9465
"3723",6,2,-0.4156,1.1246,387.3792
"3728",5,2,-0.5461,-1.5063,392.5523
"3730",4,3,0.1267,-0.756,369.9517
"3732",5,4,-0.6192,-0.756,356.8576
"3733",4,2,0.247,-0.756,333.4394
"3734",3,2,-0.2914,-0.756,465.0209
"3735",4,3,-0.3166,-0.756,456.6177
"3736",5,2,0.4714,-1.15,333.0736
"3737",4,3,-0.3947,-0.756,343.319
"3738",4,2,-0.1285,-0.756,351.561
"3740",4,3,-0.5427,-0.756,436.4137
"3741",2,1,-0.0764,1.1246,454.6514
"3742",6,3,0.5597,1.1246,323.4607
"3743",6,2,0.0725,-0.039,348.6173
"3746",4,3,-1.9162,-0.756,437.2962
"3747",4,2,-0.4155,0.6942,482.2453
"3749",4,3,0.3807,-0.756,345.1325
"3752",6,3,0.8208,1.1246,376.036
"3754",4,3,0.7926,-0.756,296.1578
"3755",6,3,-0.5754,-1.9533,317.9545
"3756",4,2,-0.2462,-1.1042,488.3597
"3760",3,3,0.331,1.1246,309.8891
"3761",6,3,0.4859,-0.756,377.0045
"3762",4,1,0.4408,1.1246,436.1819
"3763",2,1,0.3223,1.1246,327.3327
"3764",2,3,0.4823,1.1246,367.2046
"3765",3,2,-0.8952,1.1246,420.9971
"3767",5,2,-0.354,-1.1042,308.143
"3768",6,2,0.3888,1.1246,340.1844
"3769",2,3,-2.8758,-1.1042,397.2215
"3770",2,1,-0.9783,0.4014,316.2979
"3772",4,3,0.0998,-1.2684,311.3317
"3776",3,1,-1.0888,-0.756,287.2961
"3777",4,3,-0.0755,-0.039,416.6183
"3779",4,3,-1.7408,0.6942,430.3883
"3780",4,3,-0.7291,-0.756,341.0781
"3781",5,3,-1.5155,-0.756,436.928
"3784",4,3,0.1407,-1.1042,313.3291
"3785",3,3,-0.9424,-0.756,423.2915
"3788",5,1,0.4955,0.6942,366.0774
"3790",3,1,-0.6192,-0.756,364.4449
"3792",4,2,-0.4785,-0.756,476.7293
"3793",5,3,-0.5616,0.2852,238.0045
"3794",5,2,0.139,1.1246,488.9998
"3795",5,1,2.406,-0.756,285.0047
"3796",4,3,-0.7496,-0.756,371.0515
"3797",3,3,-0.2025,-0.756,366.2613
"3798",2,4,1.0394,-1.7038,254.1318
"3800",6,4,-0.3787,1.1246,389.2731
"3801",4,3,-0.5241,-0.756,361.2618
"3802",4,3,-0.1756,0.4836,378.5629
"3803",4,3,-0.0636,1.1246,378.4733
"3804",3,1,0.3684,0.0148,367.8464
"3806",4,4,-1.3464,1.1246,305.3524
"3808",6,3,-0.2786,1.1246,310.6391
"3810",4,3,-0.0348,-0.756,300.9514
"3811",4,3,-0.4059,-0.756,393.3658
"3814",6,1,1.1761,-1.2684,447.5443
"3815",4,3,-1.124,-0.756,413.4056
"3816",4,2,0.0738,1.1246,417.1497
"3817",6,3,0.19,0.3308,377.7456
"3818",4,3,-1.0571,-1.1042,344.9983
"3819",4,3,-0.1141,0.2435,290.4022
"3820",4,3,0.179,-0.756,398.7965
"3821",6,3,-0.7392,-1.1042,355.0582
"3823",4,3,0.2099,0.6942,343.586
"3824",2,3,0.069,0.3221,315.024
"3826",6,3,-0.6707,-0.756,415.6405
"3827",5,2,-0.7638,-1.2684,354.554
"3828",6,3,0.9565,0.0877,395.9139
"3831",3,4,3.1581,1.1246,343.3683
"3832",5,2,0.9483,1.1246,421.8043
"3833",4,2,0.7939,-0.756,396.6155
"3834",4,2,-0.9231,-0.756,310.5387
"3835",5,3,-0.3419,0.3308,381.5854
"3837",5,1,-0.3254,1.1246,296.9193
"3838",4,2,-0.7706,-1.1042,426.8311
"3839",4,3,-0.2038,-0.756,410.0789
"3841",7,2,0.3231,-0.756,478.9035
"3842",6,3,-1.6693,1.1246,574.0967
"3846",4,1,1.1159,0.4417,420.9511
"3851",4,3,-0.0619,1.1246,351.8649
"3852",4,3,-1.0021,-0.756,340.7562
"3853",2,3,-0.0917,0.4417,411.4313
"3862",4,3,-0.7419,-1.1042,447.2285
"3863",8,4,0.2637,1.1246,353.6869
"3865",5,1,0.6019,1.1246,423.1718
"3866",4,3,0.2265,-0.756,496.0181
"3867",2,3,-0.6104,-1.2684,427.1024
"3868",2,3,-0.3296,-0.756,508.8914
"3869",4,1,0.0216,-1.6365,523.6232
"3870",3,1,-0.2073,-0.039,491.4488
"3871",4,2,-0.2556,-0.756,344.1155
"3872",4,2,0.0691,-1.1042,345.2212
"3873",6,1,-0.1845,-0.756,329.3148
"3874",4,4,1.4501,1.1246,336.0172
"3875",4,2,-1.8459,-0.756,349.3657
"3880",2,1,-1.3213,1.1246,373.9097
"3881",5,4,-1.6727,-0.756,356.4171
"3882",2,3,-0.4437,-0.756,401.1919
"3887",4,3,-0.0963,1.1246,345.5324
"3888",2,3,0.3682,-0.756,315.6076
"3890",4,3,0.1657,-0.756,351.0371
"3891",5,3,-0.145,1.1246,229.4465
"3895",4,2,-0.74,1.1246,384.8434
"3898",4,3,0.3033,-1.1042,300.7898
"3899",4,3,0.0362,-0.756,387.2208
"3900",3,1,-0.5342,1.1246,289.3304
"3901",4,2,0.1708,-0.756,432.303
"3902",4,2,0.4755,-0.756,396.3382
"3904",4,3,-0.496,-0.756,403.5486
"3908",4,2,0.3704,-0.756,382.8792
"3909",2,4,-2.6414,-0.756,441.075
"3913",5,3,0.183,-1.1042,346.8404
"3914",4,3,-0.2863,-0.756,365.8325
"3915",5,2,-0.2832,-0.756,431.4378
"3916",2,3,-0.3505,-1.15,386.6182
"3918",4,3,0.2925,-0.756,357.4868
"3919",4,1,0.114,1.1246,449.7683
"3920",4,3,-1.0602,-0.756,367.9981
"3921",6,2,0.7994,-1.224,282.4201
"3922",6,2,-0.5291,-0.756,388.6427
"3923",5,3,0.1015,1.1246,350.9978
"3924",4,4,-0.6146,1.1246,407.2241
"3927",6,2,0.1588,1.1246,334.7585
"3928",4,2,-0.3945,1.1246,350.2471
"3930",3,3,-0.3308,-0.756,354.1622
"3931",4,3,0.2483,-0.756,323.6005
"3932",4,3,-0.3026,-0.756,387.1456
"3933",4,1,-0.5433,0.2852,446.0307
"3941",5,3,0.0186,-0.756,329.1077
"3944",6,2,0.2855,1.1246,418.9703
"3945",8,1,0.0426,0.4836,348.7109
"3946",4,2,-0.0334,-2.7886,396.2137
"3947",2,2,-0.9005,-0.756,385.4131
"3948",4,3,-0.5752,-0.756,377.3385
"3949",2,3,-0.6615,1.1246,334.6361
"3950",4,1,-0.4221,1.1246,348.3173
"3951",4,2,-0.5297,-1.2684,329.7128
"3952",4,2,-0.3852,-1.306,334.8447
"3953",4,2,0.49,1.1246,394.302
"3954",4,2,0.5316,0.6942,356.0241
"3957",2,3,-0.0721,0.6342,347.7886
"3958",4,2,-0.5725,-0.756,445.0564
"3959",5,2,-0.7474,-0.756,440.354
"3960",4,3,-0.4966,-0.756,484.5296
"3962",6,3,1.0178,-0.756,346.9661
"3964",4,3,-0.441,-0.756,455.0867
"3965",4,1,0.6664,-2.7886,437.2664
"3966",4,3,-0.4669,-0.756,356.8005
"3967",4,2,-0.5199,-1.2684,335.6993
"3968",6,3,-0.1411,-0.756,273.0551
"3969",5,3,0.4702,-0.756,456.9272
"3973",3,3,-0.1777,-0.756,282.2082
"3976",2,3,-2.4249,-0.756,478.7964
"3978",4,3,-0.5596,-0.756,314.9409
"3980",4,2,-1.5623,-0.756,363.4571
"3982",4,3,-0.7787,-0.756,438.1808
"3984",4,2,0.2194,-0.756,444.0577
"3992",4,3,-1.3173,0.1413,460.2624
"3993",2,3,-0.0138,-0.756,336.9939
"3994",3,2,-1.7536,-0.3481,386.645
"3996",4,3,-0.4923,1.1246,359.9527
"3997",3,2,-0.4868,-0.756,331.1526
"3999",2,3,-0.5233,0.2852,328.705
"4000",6,4,0.5068,-0.1051,329.5259
"4001",2,2,-0.111,-0.756,469.0417
"4004",4,2,0.4159,-0.756,444.405
"4007",4,3,0.7035,-0.756,359.6198
"4011",3,4,-0.667,-2.7886,375.0745
"4013",5,3,0.774,-0.756,334.9685
"4015",2,1,-1.9295,-0.9021,489.8871
"4019",4,3,-0.658,-0.756,325.842
"4020",4,3,-0.0201,-1.1042,353.6937
"4021",8,2,0.3421,-2.447,285.9711
"4023",2,1,-0.2687,-1.2589,399.2472
"4024",5,2,-0.3255,-1.1042,487.0565
"4025",2,3,-1.5632,-0.756,386.8033
"4031",4,3,-0.765,-0.756,362.1872
"4032",4,3,0.1025,0.4417,325.5994
"4034",4,3,-0.4782,1.1246,350.3636
"4035",8,2,-0.2895,0.2852,356.7259
"4036",4,2,0.1545,-0.756,314.249
"4037",4,2,-0.703,-1.5326,323.1189
"4038",5,3,0.3025,-0.756,377.1902
"4039",6,1,0.1446,-0.756,416.4039
"4040",4,3,-0.6447,-0.756,345.7149
"4041",5,2,0.23,-0.756,323.2844
"4042",4,2,-1.0756,0.0877,471.2453
"4043",5,3,-0.2828,1.1246,328.3047
"4046",4,3,-0.6341,-0.756,382.3929
"4048",2,2,-0.3851,-0.756,432.3215
"4050",3,3,-2.1792,0.2117,449.8754
"4056",3,4,-0.974,-0.756,314.0629
"4058",4,2,-0.6917,-0.756,389.3166
"4059",5,3,-0.0081,-0.756,414.8325
"4060",5,3,-0.1768,0.3308,519.6013
"4062",6,3,-0.0436,-0.756,395.9316
"4063",4,3,0.2865,1.1246,456.758
"4066",3,3,-0.0277,-1.1042,363.8703
"4068",4,3,0.7479,0.1413,359.5862
"4069",4,3,-0.6006,1.1246,399.9605
"4072",4,1,-0.6063,-0.756,352.8555
"4075",4,2,0.1145,-0.756,374.7393
"4076",4,3,-0.0309,-0.756,473.5972
"4078",4,3,0.4549,0.4417,376.8071
"4079",2,3,-0.2112,1.1246,425.9454
"4080",4,2,-0.099,0.4417,395.6432
"4081",6,2,-0.52,-0.756,632.9237
"4082",4,4,-0.7843,-1.1042,423.2759
"4083",4,2,-0.3793,1.1246,402.1034
"4084",4,1,0.1968,-0.0209,303.7247
"4085",5,1,3.2518,1.1246,405.9159
"4089",6,2,0.6942,0.4417,443.0146
"4090",6,3,0.5117,0.6942,308.3085
"4093",3,3,0.526,1.1246,354.0783
"4094",3,2,0.06,-0.756,338.6569
"4096",6,3,-0.0436,-1.2589,450.771
"4098",2,2,-1.9348,-0.756,375.5069
"4099",6,3,0.4753,1.1246,346.4136
"4100",5,2,-0.0215,-1.1042,351.7469
"4101",4,3,-0.3877,0.6942,346.9124
"4104",2,4,1.1791,1.1246,340.1936
"4105",4,3,0.7509,1.1246,331.5952
"4106",6,2,0.7656,-0.756,334.5331
"4107",4,2,0.6151,1.1246,403.3402
"4108",3,1,-0.6451,1.1246,334.105
"4109",4,3,1.421,1.1246,330.1941
"4110",4,3,0.4307,1.1246,310.0944
"4111",4,3,-2.1802,-0.756,363.323
"4112",6,3,-0.0683,1.1246,303.8621
"4113",4,2,-1.0584,-1.2684,467.9559
"4114",2,2,-1.3679,0.4417,434.6259
"4115",6,3,0.1526,1.1246,330.9446
"4117",6,2,0.4652,-0.756,418.6325
"4119",5,3,-0.6197,1.1246,320.4141
"4121",4,2,-0.3044,-0.756,503.5947
"4122",8,4,-0.9889,1.1246,339.6883
"4123",6,4,-0.9592,-0.756,332.2552
"4124",4,2,-0.6754,-1.1042,462.6357
"4125",4,2,-0.2403,-0.039,431.2345
"4126",4,3,0.3588,1.1246,377.3703
"4131",4,1,-0.7352,-0.756,480.6105
"4132",4,3,-0.519,-0.756,313.2033
"4133",6,3,-0.5264,-0.756,512.024
"4134",4,3,-1.3306,0.2485,348.7072
"4135",4,3,-0.0206,1.1246,317.8005
"4136",6,1,1.036,-0.756,327.4136
"4138",4,2,0.0559,1.1246,378.7868
"4139",4,4,-0.5112,1.1246,336.604
"4141",4,2,-0.7792,-1.1042,409.2093
"4143",4,3,0.0754,-0.756,303.5694
"4144",4,3,0.3164,-0.756,346.98
"4147",6,3,-0.3319,-1.1042,372.8356
"4151",4,1,0.07,-0.756,437.0525
"4153",5,1,-0.1687,-0.9021,438.6016
"4156",4,2,-0.7037,-0.756,422.8029
"4158",6,3,0.1153,-0.756,310.7789
"4159",4,2,0.0716,1.1246,466.7499
"4160",4,3,0.1532,-0.756,394.2251
"4164",5,3,0.0114,1.1246,587.9643
"4165",6,4,1.5812,-0.756,328.2436
"4166",6,3,0.7911,-0.039,372.4195
"4168",4,1,-0.3215,-0.756,355.5263
"4169",4,3,0.6192,0.4361,336.8036
"4170",4,3,0.0171,-0.756,380.3192
"4171",5,3,-0.5207,0.3221,353.6861
"4173",8,3,-0.5879,1.1246,392.38
"4174",5,2,-0.6555,-0.756,559.2836
"4176",4,3,0.2711,1.1246,373.1003
"4177",4,2,-0.3181,1.1246,519.9797
"4178",2,3,0.0317,-0.756,381.0046
"4179",3,2,0.3678,0.0877,404.4794
"4182",6,2,-0.1189,1.1246,425.4538
"4183",4,2,-0.402,-1.4563,385.7865
"4184",5,3,0.0681,-0.756,422.022
"4185",4,2,0.0032,-0.756,428.6384
"4186",4,3,0.4703,1.1246,344.3076
"4192",8,2,0.3734,-0.756,316.5843
"4193",6,3,-0.5615,-0.756,381.5049
"4194",2,2,-0.2881,-1.1042,448.5848
"4196",2,1,-0.96,0.6942,532.4226
"4198",4,1,-0.0299,-2.1927,472.6864
"4200",6,4,1.5296,1.1246,364.5498
"4201",7,3,-0.5272,1.1246,390.3005
"4203",8,3,-0.4489,-0.756,257.7071
"4205",2,3,0.3189,1.1246,351.867
"4208",6,2,-0.8034,-0.756,356.1902
"4209",4,3,-0.0487,1.1246,374.3279
"4212",5,1,0.2248,0.4836,333.9649
"4213",4,3,-0.7641,-1.6613,339.2979
"4215",4,3,-0.1708,-0.0323,385.183
"4216",2,2,-0.5291,1.1246,320.8911
"4218",4,1,0.3159,1.1246,447.0967
"4219",4,4,-1.586,1.1246,408.0621
"4220",3,1,0.1329,0.1368,450.15
"4223",4,3,0.3033,1.1246,305.471
"4224",3,3,-0.9452,-0.3481,452.7514
"4225",4,1,0.9514,1.1246,441.9346
"4226",6,2,0.0202,-0.756,396.3276
"4227",2,2,-0.242,-0.756,492.0366
"4228",5,2,-0.3402,-1.4286,471.9081
"4229",5,3,0.0216,-1.3019,343.4806
"4231",4,2,1.547,1.1246,507.9418
"4234",4,2,-1.2621,-1.5644,338.6747
"4239",2,2,-1.3634,0.4938,363.6028
"4242",3,3,1.0892,-0.756,489.6483
"4243",4,4,0.2548,0.4417,366.814
"4244",2,3,-0.3226,1.1246,361.6185
"4247",4,2,0.5447,-0.756,470.4383
"4248",3,2,-0.8155,-0.756,481.3381
"4251",4,2,0.0728,0.6942,389.0893
"4252",4,3,0.6821,-0.756,312.399
"4253",8,4,0.986,1.1246,267.6897
"4254",4,2,-0.4782,-0.756,395.4706
"4255",4,3,0.8369,-0.756,349.1465
"4256",4,3,-0.7399,-0.756,328.4546
"4257",4,3,0.7314,-0.756,336.9322
"4261",4,3,-0.7434,-0.0918,389.4686
"4263",4,2,0.1272,-0.756,338.4045
"4264",5,3,-0.0294,-0.756,463.2156
"4266",3,3,-0.3677,-1.1042,348.8793
"4268",4,3,-0.712,-0.756,328.7973
"4269",6,2,0.7373,1.1246,306.3595
"4270",6,3,-0.6797,0.4417,275.2424
"4272",5,1,-0.587,-0.756,503.1801
"4273",4,3,0.3269,-0.756,284.47
"4275",4,3,-0.8986,0.2852,429.1554
"4277",6,2,-0.5593,0.1413,521.1343
"4278",4,4,-0.6774,-1.6365,424.6516
"4279",5,2,-1.1498,1.1246,334.7185
"4284",2,2,-0.4828,-1.7615,522.4911
"4286",4,3,-0.5557,-1.3894,437.0342
"4287",4,3,-1.0059,-0.756,355.3545
"4289",6,3,0.3023,-0.756,349.7102
"4290",6,3,0.7069,1.1246,577.6118
"4292",4,2,1.0659,-1.1042,437.0592
"4293",3,3,-0.4649,-0.756,348.0817
"4294",4,2,0.1666,1.1246,443.0152
"4295",4,3,-2.7086,-0.756,311.5376
"4296",5,3,-0.0543,-0.756,317.8104
"4297",5,2,0.0959,1.1246,251.2554
"4298",4,3,0.7173,-0.756,281.5581
"4302",6,3,-1.2515,-0.756,521.7602
"4303",2,3,-0.0792,1.1246,297.6526
"4304",4,1,0.7585,1.1246,400.3099
"4305",3,2,-0.6297,-0.756,364.7928
"4307",5,3,0.344,1.1246,304.9829
"4308",5,3,1.0682,1.1246,270.0075
"4309",5,3,0.036,-0.756,353.3346
"4311",6,3,0.8542,-0.756,319.8604
"4312",2,2,-0.3837,-1.6365,433.144
"4313",4,3,-0.187,-1.4248,380.1641
"4318",5,1,-1.4345,1.1246,431.0215
"4319",4,2,-0.374,-0.756,560.0425
"4320",4,3,-0.8259,-0.756,370.8663
"4321",5,2,0.7536,0.2852,469.6189
"4322",4,2,2.1034,0.3308,403.7288
"4326",2,3,-1.9383,1.1246,369.8898
"4327",5,1,-0.398,-1.1042,297.025
"4330",4,3,-0.7865,-0.756,355.5812
"4331",4,2,0.0625,-0.756,313.6338
"4332",2,2,0.6461,-0.756,439.1987
"4335",4,2,0.3855,-0.756,348.3238
"4336",4,2,-0.7311,-0.756,442.2134
"4337",4,3,-0.1581,-0.756,360.2237
"4338",4,3,-0.6659,1.1246,281.5129
"4340",5,4,0.2971,1.1246,381.6912
"4341",4,3,-0.5073,-0.756,379.8287
"4342",2,3,-0.6355,-0.756,412.803
"4344",3,1,-0.4687,-0.756,297.4417
"4345",5,2,-0.6112,-1.1042,408.022
"4346",4,3,-0.5277,-1.1042,400.1436
"4347",2,2,1.0026,1.1246,363.1116
"4349",4,4,0.3955,-0.0918,382.7749
"4351",4,4,-0.2677,-1.1042,352.5146
"4352",2,4,-0.7289,-1.561,348.8709
"4355",5,2,0.0662,-0.756,386.6491
"4357",2,1,-0.8706,-1.1913,432.9267
"4358",4,3,-1.526,1.1246,292.529
"4359",4,2,-0.6613,-0.756,426.5408
"4360",4,4,-0.8579,0.6942,435.3548
"4362",5,2,-0.1204,-0.756,450.3554
"4363",3,3,-0.2618,0.4836,429.8729
"4365",3,3,0.2668,-0.756,371.9478
"4366",4,2,0.3915,-0.756,534.3024
"4367",6,1,-0.5995,-0.756,450.6522
"4368",3,3,-0.0421,0.1024,343.712
"4371",6,4,-0.7043,0.6342,471.4517
"4372",4,3,0.5986,1.1246,481.4889
"4374",4,3,0.3982,-0.756,344.9533
"4375",4,3,-0.5418,-1.1042,331.3287
"4380",4,3,-0.6796,-1.1042,288.1267
"4381",4,2,-1.017,-0.756,475.3954
"4382",4,3,0.8457,0.4361,347.3046
"4383",4,3,-0.5485,-1.1042,351.6968
"4384",5,3,0.0948,1.1246,486.0214
"4385",3,2,-0.6906,-0.756,433.2248
"4386",6,4,-0.2691,1.1246,418.2574
"4387",4,3,-0.5519,-1.1042,355.0405
"4388",2,2,-0.7251,-1.1042,447.8721
"4389",4,3,-0.8615,-0.756,377.0664
"4390",6,3,-0.3572,-0.756,428.7932
"4391",4,3,-0.1522,-0.756,345.179
"4392",6,2,-0.1913,-0.756,360.7537
"4394",4,2,0.1602,-0.756,377.1145
"4396",4,3,-0.4415,-0.756,407.382
"4401",4,1,1.986,0.2802,479.539
"4402",6,3,-0.7227,-0.756,299.6895
"4403",4,3,-0.241,-1.1042,319.162
"4406",4,3,-0.6149,-0.756,323.54
"4407",4,3,-0.4959,-0.756,408.5723
"4409",4,3,0.0674,-0.756,364.1671
"4411",2,3,-0.77,-0.756,445.5803
"4412",3,3,-0.2585,-1.3019,465.1399
"4413",4,3,-0.7831,0.0877,345.0726
"4414",6,2,0.5064,-0.756,349.0836
"4417",6,2,-0.3161,1.1246,337.9972
"4420",3,3,-0.4499,-0.756,405.4795
"4422",2,2,-0.0285,-0.0918,358.5038
"4423",4,3,0.4229,-0.756,426.222
"4424",2,3,-0.7041,-1.3894,434.4344
"4425",5,3,-0.0114,-0.756,374.8162
"4427",4,3,-0.6912,0.6942,404.1079
"4430",4,2,0.1549,-0.756,421.4219
"4431",4,3,0.1122,-0.756,374.4487
"4432",4,3,-0.5879,-0.756,325.028
"4433",4,3,-0.258,-1.224,355.0208
"4434",6,4,0.8187,1.1246,345.7369
"4435",4,2,-0.0261,-0.756,384.3095
"4436",4,3,0.3842,-0.756,335.3851
"4437",5,3,0.1135,-0.756,324.9797
"4438",4,3,-0.149,-0.039,436.4197
"4440",3,2,-0.2149,0.2485,428.5222
"4442",5,3,0.7233,-1.1042,318.7732
"4450",4,1,1.1752,0.6942,328.039
"4452",6,3,0.6749,-1.2684,357.8528
"4453",5,2,-0.2025,-0.756,426.678
"4454",4,3,-0.0631,1.1246,381.1903
"4456",4,3,-0.7107,-0.756,337.5798
"4457",4,2,-0.7829,-0.756,364.6434
"4460",5,3,0.4709,1.1246,407.3642
"4465",4,3,0.1825,-1.1042,382.7425
"4466",6,3,0.0631,-0.756,388.0463
"4467",4,1,-0.8087,-0.756,483.0897
"4470",3,2,-1.0971,-0.756,435.3033
"4472",4,2,-0.1307,1.1246,426.7042
"4473",5,3,-0.0714,-1.1042,378.9369
"4478",4,3,0.074,0.6942,399.5539
"4479",2,3,0.3096,1.1246,346.298
"4482",6,3,-0.0062,-0.756,480.7462
"4484",3,1,0.2924,1.1246,483.0716
"4485",2,2,-0.6293,-0.756,383.5402
"4486",5,3,-0.4038,-0.756,451.8932
"4488",4,3,0.8399,1.1246,351.585
"4489",3,3,-1.0007,-0.756,367.9067
"4490",4,1,-0.1182,-1.1042,397.8323
"4491",4,3,-0.3155,0.6942,402.1842
"4494",6,4,-0.074,0.1368,322.131
"4495",5,2,0.082,-1.1042,327.3022
"4497",4,3,-0.1157,-0.756,321.119
"4498",4,3,-0.1232,-0.756,318.8573
"4500",4,3,-0.8567,-0.756,377.5142
"4501",5,3,-0.6525,-1.1042,383.3405
"4504",4,2,0.4194,-0.756,388.139
"4507",2,2,-0.7071,-0.756,264.5701
"4508",4,2,-0.8579,-1.1042,452.0102
"4511",3,2,0.4543,0.6942,431.429
"4513",4,1,0.08,-1.1042,337.1792
"4514",4,2,-0.0418,-0.756,353.7676
"4515",8,3,0.8924,-0.756,418.6427
"4516",8,3,-0.5328,1.1246,299.7441
"4519",3,2,-0.3248,-0.756,464.7833
"4520",4,4,0.0185,-0.756,491.8372
"4521",4,2,-2.0593,1.1246,381.118
"4522",4,1,-0.6362,-0.9021,421.6524
"4523",4,3,-0.4489,-0.756,414.6475
"4524",4,3,-0.4538,-0.756,319.8147
"4526",3,3,-0.3721,-1.1042,411.7965
"4527",4,2,0.3405,-1.1042,336.1289
"4531",4,3,-0.6936,-0.756,302.7254
"4532",3,2,-0.1048,0.4417,417.5133
"4535",2,1,-0.5842,0.1368,468.3098
"4536",4,2,-1.0045,-1.15,404.8791
"4537",4,2,-0.1706,-0.756,478.0828
"4538",8,1,2.9323,1.1246,375.543
"4542",4,2,-0.0765,0.6942,396.5513
"4543",6,3,-0.2347,-0.039,424.7228
"4546",4,1,-1.197,-1.1042,367.5066
"4549",4,3,0.1222,-0.756,447.7724
"4552",4,3,-0.5503,-1.1042,478.4783
"4553",6,2,-0.1506,-0.756,478.6176
"4555",4,3,0.4005,-0.756,356.2822
"4556",4,3,-0.654,-0.756,401.6231
"4558",5,2,-2.8404,-1.3019,438.9483
"4559",4,3,0.0716,1.1246,378.8526
"4561",4,3,-0.5879,-0.756,340.8379
"4563",4,2,0.026,-1.1042,334.4702
"4568",2,1,-0.7516,1.1246,560.2511
"4570",4,4,0.114,0.4417,292.8888
"4573",4,2,0.0181,-1.1042,357.9118
"4575",7,4,-0.2705,-0.756,321.2657
"4579",7,1,0.6641,0.1368,547.4754
"4582",4,3,-0.2025,-0.756,356.0763
"4585",4,3,-0.0138,-2.7886,323.1608
"4587",6,4,0.312,0.6342,288.9862
"4590",3,2,0.2402,-0.756,410.9894
"4591",8,2,-0.9721,0.6942,412.5889
"4592",5,3,-0.3056,1.1246,381.1934
"4597",4,2,-0.7297,-0.756,346.3872
"4599",4,3,0.0403,-0.756,375.5164
"4600",4,2,0.7915,-0.756,454.9908
"4601",2,1,-1.0654,-1.4563,402.5261
"4603",5,3,-0.1125,-2.7886,438.4231
"4604",4,1,-1.1827,-0.756,435.3153
"4605",2,3,0.4173,-0.9021,414.7119
"4607",2,2,1.0532,0.4836,338.4539
"4608",4,2,0.0836,-0.756,362.7083
"4611",4,3,-0.4501,-1.1042,383.4013
"4613",4,3,-0.2715,0.6342,510.0421
"4614",2,3,0.2251,0.4417,306.2449
"4615",2,2,-0.0436,-0.756,428.3169
"4618",4,3,-0.0138,0.4836,373.2043
"4619",4,3,-0.6772,0.1368,452.3767
"4620",4,3,-0.0167,-0.756,305.3585
"4621",2,3,-0.6219,-1.224,383.6423
"4622",4,2,-0.0756,-0.756,408.7283
"4623",5,3,0.7064,-0.756,317.6985
"4625",5,4,-0.0111,0.2938,274.5632
"4627",5,2,0.0523,-0.756,499.0008
"4629",5,3,-0.5689,0.6342,455.9645
"4630",5,2,0.5555,-0.756,362.3336
"4632",4,1,0.5938,1.1246,447.9625
"4633",4,3,-0.528,0.4417,370.3736
"4635",6,3,0.3272,1.1246,372.0701
"4636",4,2,-0.3028,-0.756,426.7299
"4638",4,3,0.0415,-0.756,379.4276
"4639",6,3,-0.0482,1.1246,359.7681
"4640",4,3,-0.4333,-0.756,408.4721
"4641",4,3,-0.6998,-0.756,349.8959
"4642",4,3,0.4222,0.4836,347.2572
"4643",4,2,-0.2722,-1.3019,355.2709
"4644",5,3,0.169,-0.756,396.0024
"4645",3,3,-0.7195,-0.756,326.9657
"4646",4,3,0.1447,-0.756,431.9216
"4647",4,2,-0.3376,0.4417,437.609
"4648",4,3,-0.6129,-0.756,314.9332
"4650",6,3,-0.5273,-0.756,384.9537
"4651",7,3,0.3626,-0.756,304.1097
"4654",4,3,-2.1846,-1.2684,395.3571
"4658",2,3,-0.6427,-1.2684,497.7177
"4660",4,1,-2.8606,-1.6243,410.8796
"4662",4,2,-0.0819,-1.15,372.9185
"4664",8,3,-2.0064,0.4417,374.703
"4666",4,2,0.157,-0.756,453.9772
"4668",5,2,-0.7734,-0.756,357.5662
"4670",3,1,0.6645,-0.039,411.2557
"4672",5,2,0.8199,-0.756,435.5436
"4673",4,4,-0.6526,-0.756,432.0464
"4674",3,2,-0.5245,1.1246,367.2365
"4676",4,3,-0.1399,-0.756,356.012
"4677",5,4,-0.5094,0.4938,335.174
"4678",5,3,0.0408,-1.1042,324.9415
"4681",4,3,-0.138,-0.756,376.7733
"4682",5,3,-0.6297,-0.756,353.8725
"4683",4,2,-0.0167,1.1246,373.6519
"4684",6,3,-0.6975,1.1246,343.4088
"4687",4,3,0.0745,-0.756,493.1679
"4688",5,2,0.7689,-0.756,340.7994
"4691",4,3,-0.7058,1.1246,339.9944
"4693",5,4,-1.3236,-1.4248,542.1009
"4695",3,2,-0.9404,0.4836,358.0281
"4696",4,3,-0.3595,-0.756,372.9042
"4698",6,3,1.2202,-0.756,375.2029
